_id,champion_id,item_id,win_rate,pick_rate,sample_size,tier,patch_version,updated_at
"92_6610_26.12",92,6610,48.16,56.82,10184,"S","26.12","2026-06-27T10:58:56.072Z"
"92_6665_26.12",92,6665,49.78,1.29,231,"B","26.12","2026-06-27T10:58:56.072Z"
"92_6673_26.12",92,6673,35.14,0.41,74,"D","26.12","2026-06-27T10:58:56.072Z"
"92_6676_26.12",92,6676,44.97,7.82,1401,"A","26.12","2026-06-27T10:58:56.072Z"
"92_6692_26.12",92,6692,48.31,63.67,11411,"S","26.12","2026-06-27T10:58:56.072Z"
"92_6694_26.12",92,6694,53.87,2.16,388,"B","26.12","2026-06-27T10:58:56.072Z"
"92_6695_26.12",92,6695,43.1,2.67,478,"B","26.12","2026-06-27T10:58:56.072Z"
"92_6696_26.12",92,6696,52.38,14.2,2545,"A","26.12","2026-06-27T10:58:56.072Z"
"92_6698_26.12",92,6698,51.37,1.42,255,"B","26.12","2026-06-27T10:58:56.072Z"
"92_6699_26.12",92,6699,49.84,1.75,313,"B","26.12","2026-06-27T10:58:56.072Z"
"92_126697_26.12",92,126697,49.84,29.2,5233,"S","26.12","2026-06-27T10:58:56.072Z"
"92_220013_26.12",92,220013,50.41,61.26,10979,"S","26.12","2026-06-27T10:58:56.072Z"
"96_1001_26.12",96,1001,55.02,1.58,727,"B","26.12","2026-06-27T10:58:56.819Z"
"96_1011_26.12",96,1011,49.53,1.16,533,"B","26.12","2026-06-27T10:58:56.819Z"
"96_1018_26.12",96,1018,55,1.31,600,"B","26.12","2026-06-27T10:58:56.819Z"
"96_1026_26.12",96,1026,56.25,0.63,288,"C","26.12","2026-06-27T10:58:56.819Z"
"96_1027_26.12",96,1027,48.33,0.13,60,"D","26.12","2026-06-27T10:58:56.819Z"
"96_1028_26.12",96,1028,58.96,0.29,134,"D","26.12","2026-06-27T10:58:56.819Z"
"96_1029_26.12",96,1029,69.44,0.16,72,"D","26.12","2026-06-27T10:58:56.819Z"
"96_1031_26.12",96,1031,51.5,0.44,200,"C","26.12","2026-06-27T10:58:56.819Z"
"96_1033_26.12",96,1033,54.02,0.38,174,"C","26.12","2026-06-27T10:58:56.819Z"
"96_1036_26.12",96,1036,55.57,1.66,763,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1037_26.12",96,1037,51.08,2.13,975,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1038_26.12",96,1038,52.38,1.46,672,"B","26.12","2026-06-27T10:58:56.819Z"
"96_1042_26.12",96,1042,58.69,3.35,1537,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1043_26.12",96,1043,52.18,8.71,3996,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1052_26.12",96,1052,54.37,2.47,1133,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1053_26.12",96,1053,51.86,2,916,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1057_26.12",96,1057,56.57,2.01,921,"A","26.12","2026-06-27T10:58:56.819Z"
"96_1058_26.12",96,1058,58,3.45,1581,"A","26.12","2026-06-27T10:58:56.819Z"
"96_2022_26.12",96,2022,49.32,0.16,73,"D","26.12","2026-06-27T10:58:56.819Z"
"96_2031_26.12",96,2031,58.32,1.53,703,"B","26.12","2026-06-27T10:58:56.819Z"
"96_2052_26.12",96,2052,53.67,24.27,11134,"S","26.12","2026-06-27T10:58:56.819Z"
"96_2420_26.12",96,2420,45.1,0.22,102,"D","26.12","2026-06-27T10:58:56.819Z"
"96_2503_26.12",96,2503,52.21,3.55,1630,"A","26.12","2026-06-27T10:58:56.819Z"
"96_2504_26.12",96,2504,50.75,0.43,199,"C","26.12","2026-06-27T10:58:56.819Z"
"96_2508_26.12",96,2508,55.25,0.48,219,"C","26.12","2026-06-27T10:58:56.819Z"
"96_2510_26.12",96,2510,50.49,2.65,1214,"A","26.12","2026-06-27T10:58:56.819Z"
"96_2512_26.12",96,2512,57.94,0.23,107,"D","26.12","2026-06-27T10:58:56.819Z"
"96_2523_26.12",96,2523,52.88,2.27,1040,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3003_26.12",96,3003,48,0.76,350,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3004_26.12",96,3004,57.41,0.24,108,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3006_26.12",96,3006,52.23,63.15,28973,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3008_26.12",96,3008,52.43,4.35,1997,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3009_26.12",96,3009,46.44,0.64,295,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3020_26.12",96,3020,52.53,14.58,6689,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3031_26.12",96,3031,50.41,15.15,6951,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3032_26.12",96,3032,50.22,2,918,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3033_26.12",96,3033,43.71,2.34,1073,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3035_26.12",96,3035,49.08,0.48,218,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3036_26.12",96,3036,47.8,3.46,1588,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3040_26.12",96,3040,52.25,16.02,7348,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3042_26.12",96,3042,45.62,0.97,445,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3046_26.12",96,3046,52.8,2.25,1034,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3047_26.12",96,3047,51.06,0.31,141,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3051_26.12",96,3051,58.31,4.15,1902,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3057_26.12",96,3057,50,0.15,70,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3065_26.12",96,3065,43.66,0.15,71,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3070_26.12",96,3070,51.86,2.05,941,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3072_26.12",96,3072,48,4.1,1879,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3074_26.12",96,3074,55.06,0.19,89,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3077_26.12",96,3077,61.54,0.14,65,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3078_26.12",96,3078,49.43,0.19,87,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3082_26.12",96,3082,52.86,0.15,70,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3084_26.12",96,3084,40.71,0.31,140,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3085_26.12",96,3085,52.4,58.56,26869,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3086_26.12",96,3086,57.42,2.04,937,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3087_26.12",96,3087,53.12,2.97,1363,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3089_26.12",96,3089,51.47,11.47,5263,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3091_26.12",96,3091,51.42,27.96,12830,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3094_26.12",96,3094,48.49,1.01,464,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3097_26.12",96,3097,48.91,0.2,92,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3100_26.12",96,3100,50.93,0.47,214,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3102_26.12",96,3102,52.82,0.43,195,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3108_26.12",96,3108,56.73,0.45,208,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3111_26.12",96,3111,50.85,1.15,527,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3113_26.12",96,3113,62.5,0.16,72,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3115_26.12",96,3115,52.29,7.38,3385,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3116_26.12",96,3116,50.54,2.43,1114,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3118_26.12",96,3118,51.64,16.72,7672,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3123_26.12",96,3123,45.35,0.59,269,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3124_26.12",96,3124,52.42,66.03,30292,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3134_26.12",96,3134,60.47,0.19,86,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3135_26.12",96,3135,49.16,2.72,1249,"A","26.12","2026-06-27T10:58:56.819Z"
"96_3137_26.12",96,3137,51.46,0.22,103,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3139_26.12",96,3139,56.86,0.56,255,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3140_26.12",96,3140,45.16,0.14,62,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3143_26.12",96,3143,45.67,1.03,473,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3144_26.12",96,3144,53.81,1.63,749,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3145_26.12",96,3145,53.91,1,460,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3146_26.12",96,3146,52.47,0.57,263,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3147_26.12",96,3147,58.47,0.51,236,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3153_26.12",96,3153,52.09,69.07,31688,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3156_26.12",96,3156,57.65,0.19,85,"D","26.12","2026-06-27T10:58:56.819Z"
"96_3157_26.12",96,3157,46.81,1.57,720,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3158_26.12",96,3158,54.42,0.49,226,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3165_26.12",96,3165,47.35,1.44,661,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3302_26.12",96,3302,52.33,28.34,13003,"S","26.12","2026-06-27T10:58:56.819Z"
"96_3508_26.12",96,3508,52.98,0.33,151,"C","26.12","2026-06-27T10:58:56.819Z"
"96_3748_26.12",96,3748,47.74,0.87,398,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3802_26.12",96,3802,53.48,0.88,402,"B","26.12","2026-06-27T10:58:56.819Z"
"96_3916_26.12",96,3916,49.09,0.72,330,"B","26.12","2026-06-27T10:58:56.819Z"
"96_4401_26.12",96,4401,60,0.13,60,"D","26.12","2026-06-27T10:58:56.819Z"
"96_4628_26.12",96,4628,53.12,0.73,337,"B","26.12","2026-06-27T10:58:56.819Z"
"96_4630_26.12",96,4630,48.03,0.5,229,"C","26.12","2026-06-27T10:58:56.819Z"
"96_4633_26.12",96,4633,50.7,0.15,71,"D","26.12","2026-06-27T10:58:56.819Z"
"96_4645_26.12",96,4645,51.51,11.32,5195,"S","26.12","2026-06-27T10:58:56.819Z"
"96_4646_26.12",96,4646,52.21,0.59,272,"C","26.12","2026-06-27T10:58:56.819Z"
"96_6609_26.12",96,6609,46.15,0.2,91,"D","26.12","2026-06-27T10:58:56.819Z"
"96_6653_26.12",96,6653,51.64,13.61,6245,"S","26.12","2026-06-27T10:58:56.819Z"
"96_6655_26.12",96,6655,52.46,6.99,3206,"A","26.12","2026-06-27T10:58:56.819Z"
"96_6657_26.12",96,6657,51.6,0.54,250,"C","26.12","2026-06-27T10:58:56.819Z"
"96_6665_26.12",96,6665,46.93,6.06,2781,"A","26.12","2026-06-27T10:58:56.819Z"
"96_6670_26.12",96,6670,51.9,0.34,158,"C","26.12","2026-06-27T10:58:56.819Z"
"96_6672_26.12",96,6672,51.83,24.38,11184,"S","26.12","2026-06-27T10:58:56.819Z"
"96_6673_26.12",96,6673,42.18,0.32,147,"C","26.12","2026-06-27T10:58:56.819Z"
"96_6675_26.12",96,6675,53.23,7.62,3496,"A","26.12","2026-06-27T10:58:56.819Z"
"96_6676_26.12",96,6676,47.42,2.91,1337,"A","26.12","2026-06-27T10:58:56.819Z"
"96_6690_26.12",96,6690,54.75,0.69,316,"C","26.12","2026-06-27T10:58:56.819Z"
"96_6695_26.12",96,6695,41.74,0.5,230,"C","26.12","2026-06-27T10:58:56.819Z"
"96_8010_26.12",96,8010,39.22,0.22,102,"D","26.12","2026-06-27T10:58:56.819Z"
"96_123430_26.12",96,123430,46.01,0.36,163,"C","26.12","2026-06-27T10:58:56.819Z"
"96_124011_26.12",96,124011,53.13,0.42,192,"C","26.12","2026-06-27T10:58:56.819Z"
"96_220013_26.12",96,220013,54.35,64.41,29551,"S","26.12","2026-06-27T10:58:56.819Z"
"96_228002_26.12",96,228002,51.92,2.16,990,"A","26.12","2026-06-27T10:58:56.819Z"
"96_994403_26.12",96,994403,58.43,0.19,89,"D","26.12","2026-06-27T10:58:56.819Z"
"98_1001_26.12",98,1001,65.26,2.78,1235,"B","26.12","2026-06-27T10:58:56.819Z"
"98_1006_26.12",98,1006,59.7,0.89,397,"B","26.12","2026-06-27T10:58:56.819Z"
"98_1011_26.12",98,1011,58.55,10.98,4883,"A","26.12","2026-06-27T10:58:56.819Z"
"98_1026_26.12",98,1026,63.16,0.13,57,"D","26.12","2026-06-27T10:58:56.819Z"
"98_1028_26.12",98,1028,61.47,9.44,4199,"A","26.12","2026-06-27T10:58:56.819Z"
"98_1029_26.12",98,1029,59.55,3.32,1476,"B","26.12","2026-06-27T10:58:56.819Z"
"98_1031_26.12",98,1031,55.74,5.93,2639,"A","26.12","2026-06-27T10:58:56.819Z"
"98_1033_26.12",98,1033,60.69,2.27,1010,"B","26.12","2026-06-27T10:58:56.819Z"
"98_1036_26.12",98,1036,62.02,1.63,724,"B","26.12","2026-06-27T10:58:56.819Z"
"98_1042_26.12",98,1042,58.67,0.17,75,"D","26.12","2026-06-27T10:58:56.819Z"
"98_1043_26.12",98,1043,45.1,0.11,51,"D","26.12","2026-06-27T10:58:56.819Z"
"98_1057_26.12",98,1057,54.51,3.24,1442,"B","26.12","2026-06-27T10:58:56.819Z"
"98_2003_26.12",98,2003,31.25,0.18,80,"D","26.12","2026-06-27T10:58:56.819Z"
"98_2021_26.12",98,2021,60.2,3.21,1427,"B","26.12","2026-06-27T10:58:56.819Z"
"98_2022_26.12",98,2022,67.65,0.76,340,"C","26.12","2026-06-27T10:58:56.819Z"
"98_2031_26.12",98,2031,57.91,1.68,746,"B","26.12","2026-06-27T10:58:56.819Z"
"98_2051_26.12",98,2051,53.48,0.81,359,"C","26.12","2026-06-27T10:58:56.819Z"
"98_2052_26.12",98,2052,56.68,23.29,10360,"S","26.12","2026-06-27T10:58:56.819Z"
"98_2501_26.12",98,2501,56.94,8.74,3888,"A","26.12","2026-06-27T10:58:56.819Z"
"98_2502_26.12",98,2502,56.27,50.21,22336,"S","26.12","2026-06-27T10:58:56.819Z"
"98_2504_26.12",98,2504,52.52,13.83,6154,"A","26.12","2026-06-27T10:58:56.819Z"
"98_2510_26.12",98,2510,51.76,5.82,2589,"A","26.12","2026-06-27T10:58:56.819Z"
"98_2524_26.12",98,2524,54.55,0.22,99,"D","26.12","2026-06-27T10:58:56.819Z"
"98_2525_26.12",98,2525,57.86,0.71,318,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3006_26.12",98,3006,47.62,0.19,84,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3008_26.12",98,3008,55.7,0.67,298,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3009_26.12",98,3009,59.32,0.72,322,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3031_26.12",98,3031,51.35,0.33,148,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3039_26.12",98,3039,58.24,0.38,170,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3047_26.12",98,3047,55.47,19.98,8887,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3050_26.12",98,3050,42.5,0.18,80,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3053_26.12",98,3053,54.95,0.25,111,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3057_26.12",98,3057,59.03,0.7,310,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3065_26.12",98,3065,55.27,20.77,9242,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3066_26.12",98,3066,52.29,0.25,109,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3067_26.12",98,3067,55.38,3.92,1746,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3068_26.12",98,3068,55.44,6.78,3016,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3075_26.12",98,3075,51.77,44.41,19756,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3076_26.12",98,3076,56.43,7.09,3156,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3077_26.12",98,3077,55.93,3.9,1736,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3078_26.12",98,3078,43.43,0.22,99,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3082_26.12",98,3082,52.76,2.08,925,"B","26.12","2026-06-27T10:58:56.819Z"
"98_3083_26.12",98,3083,58.02,56.08,24949,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3084_26.12",98,3084,56.37,96.19,42793,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3087_26.12",98,3087,48.04,0.23,102,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3091_26.12",98,3091,52.51,0.58,259,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3109_26.12",98,3109,50.35,0.32,141,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3110_26.12",98,3110,44.37,1.4,622,"B","26.12","2026-06-27T10:58:56.819Z"
"98_3111_26.12",98,3111,55.66,59.94,26667,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3115_26.12",98,3115,46.67,0.13,60,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3143_26.12",98,3143,49.31,12.79,5688,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3147_26.12",98,3147,64.29,0.13,56,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3153_26.12",98,3153,40.75,0.72,319,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3158_26.12",98,3158,50.49,0.23,103,"D","26.12","2026-06-27T10:58:56.819Z"
"98_3211_26.12",98,3211,57.18,4.79,2132,"A","26.12","2026-06-27T10:58:56.819Z"
"98_3742_26.12",98,3742,55.77,0.35,156,"C","26.12","2026-06-27T10:58:56.819Z"
"98_3748_26.12",98,3748,55.92,32.09,14276,"S","26.12","2026-06-27T10:58:56.819Z"
"98_3801_26.12",98,3801,56.39,1.65,736,"B","26.12","2026-06-27T10:58:56.819Z"
"98_4401_26.12",98,4401,54.95,4.29,1909,"A","26.12","2026-06-27T10:58:56.819Z"
"98_4633_26.12",98,4633,57.87,1.24,553,"B","26.12","2026-06-27T10:58:56.819Z"
"98_6610_26.12",98,6610,57.47,0.2,87,"D","26.12","2026-06-27T10:58:56.819Z"
"98_6660_26.12",98,6660,54.28,2.36,1052,"B","26.12","2026-06-27T10:58:56.819Z"
"98_6662_26.12",98,6662,52.36,1,445,"B","26.12","2026-06-27T10:58:56.819Z"
"98_6664_26.12",98,6664,54.6,18.88,8397,"S","26.12","2026-06-27T10:58:56.819Z"
"98_6665_26.12",98,6665,52.54,11.5,5114,"A","26.12","2026-06-27T10:58:56.819Z"
"98_6675_26.12",98,6675,50.87,0.39,173,"C","26.12","2026-06-27T10:58:56.819Z"
"98_6676_26.12",98,6676,47.62,0.28,126,"C","26.12","2026-06-27T10:58:56.819Z"
"98_6695_26.12",98,6695,33.96,0.12,53,"D","26.12","2026-06-27T10:58:56.819Z"
"98_8020_26.12",98,8020,61.44,0.9,402,"B","26.12","2026-06-27T10:58:56.819Z"
"98_220013_26.12",98,220013,59.19,67.79,30156,"S","26.12","2026-06-27T10:58:56.819Z"
"98_223069_26.12",98,223069,62.47,12.99,5779,"A","26.12","2026-06-27T10:58:56.819Z"
"98_994403_26.12",98,994403,53.41,0.2,88,"D","26.12","2026-06-27T10:58:56.819Z"
"99_1001_26.12",99,1001,59.85,2.42,1908,"A","26.12","2026-06-27T10:58:56.819Z"
"99_1026_26.12",99,1026,53.3,2.44,1927,"A","26.12","2026-06-27T10:58:56.819Z"
"99_1027_26.12",99,1027,63.16,0.24,190,"C","26.12","2026-06-27T10:58:56.819Z"
"99_1028_26.12",99,1028,51.79,0.14,112,"D","26.12","2026-06-27T10:58:56.819Z"
"99_1029_26.12",99,1029,51.52,0.13,99,"D","26.12","2026-06-27T10:58:56.819Z"
"99_1052_26.12",99,1052,62.87,7.77,6133,"A","26.12","2026-06-27T10:58:56.819Z"
"99_1058_26.12",99,1058,54.62,16.45,12979,"S","26.12","2026-06-27T10:58:56.819Z"
"99_2003_26.12",99,2003,50.6,0.11,83,"D","26.12","2026-06-27T10:58:56.819Z"
"99_2022_26.12",99,2022,62.37,0.49,388,"B","26.12","2026-06-27T10:58:56.819Z"
"99_2031_26.12",99,2031,59.6,9.43,7436,"A","26.12","2026-06-27T10:58:56.819Z"
"99_2052_26.12",99,2052,51.85,28.31,22337,"S","26.12","2026-06-27T10:58:56.819Z"
"99_2420_26.12",99,2420,51.81,1.08,855,"B","26.12","2026-06-27T10:58:56.819Z"
"99_2421_26.12",99,2421,58.51,0.53,417,"B","26.12","2026-06-27T10:58:56.819Z"
"99_2503_26.12",99,2503,49.31,7.97,6285,"A","26.12","2026-06-27T10:58:56.819Z"
"99_2508_26.12",99,2508,53.21,0.75,592,"B","26.12","2026-06-27T10:58:56.819Z"
"99_2510_26.12",99,2510,46.75,0.2,154,"C","26.12","2026-06-27T10:58:56.819Z"
"99_2522_26.12",99,2522,39.89,0.23,178,"C","26.12","2026-06-27T10:58:56.819Z"
"99_2526_26.12",99,2526,32.86,0.09,70,"D","26.12","2026-06-27T10:58:56.819Z"
"99_2530_26.12",99,2530,47.08,0.33,257,"C","26.12","2026-06-27T10:58:56.819Z"
"99_3003_26.12",99,3003,39.6,1.14,899,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3006_26.12",99,3006,35.24,0.13,105,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3008_26.12",99,3008,54.41,0.62,487,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3009_26.12",99,3009,51.44,0.44,348,"C","26.12","2026-06-27T10:58:56.819Z"
"99_3020_26.12",99,3020,49.96,75.57,59619,"S","26.12","2026-06-27T10:58:56.819Z"
"99_3040_26.12",99,3040,49.51,10.82,8539,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3042_26.12",99,3042,42.59,0.14,108,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3047_26.12",99,3047,49.09,0.07,55,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3057_26.12",99,3057,62.65,0.11,83,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3067_26.12",99,3067,48.34,0.19,151,"C","26.12","2026-06-27T10:58:56.819Z"
"99_3070_26.12",99,3070,53.53,3.86,3047,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3083_26.12",99,3083,44.58,0.11,83,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3084_26.12",99,3084,31.88,0.09,69,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3089_26.12",99,3089,49.31,60.11,47421,"S","26.12","2026-06-27T10:58:56.819Z"
"99_3100_26.12",99,3100,54.97,1.48,1168,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3102_26.12",99,3102,50.12,2.04,1612,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3107_26.12",99,3107,49.23,0.08,65,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3108_26.12",99,3108,56.39,2.63,2073,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3111_26.12",99,3111,48.22,0.39,309,"C","26.12","2026-06-27T10:58:56.819Z"
"99_3112_26.12",99,3112,54.78,1.13,889,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3113_26.12",99,3113,57.95,1.44,1139,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3115_26.12",99,3115,46.91,0.62,486,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3116_26.12",99,3116,49.35,0.39,308,"C","26.12","2026-06-27T10:58:56.819Z"
"99_3118_26.12",99,3118,49.67,42.5,33531,"S","26.12","2026-06-27T10:58:56.819Z"
"99_3135_26.12",99,3135,45.72,27.89,22002,"S","26.12","2026-06-27T10:58:56.819Z"
"99_3137_26.12",99,3137,47.68,1.29,1015,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3145_26.12",99,3145,55.05,6.24,4926,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3146_26.12",99,3146,52.73,0.07,55,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3147_26.12",99,3147,48.06,0.82,643,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3152_26.12",99,3152,57.73,0.12,97,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3157_26.12",99,3157,46.53,12.34,9739,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3158_26.12",99,3158,50.22,4.68,3692,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3165_26.12",99,3165,42.52,8.14,6418,"A","26.12","2026-06-27T10:58:56.819Z"
"99_3504_26.12",99,3504,50.46,0.14,109,"D","26.12","2026-06-27T10:58:56.819Z"
"99_3802_26.12",99,3802,58.25,2.17,1710,"B","26.12","2026-06-27T10:58:56.819Z"
"99_3916_26.12",99,3916,45.12,3.36,2651,"A","26.12","2026-06-27T10:58:56.819Z"
"99_4005_26.12",99,4005,48.13,0.92,723,"B","26.12","2026-06-27T10:58:56.819Z"
"99_4628_26.12",99,4628,48.13,15.88,12531,"A","26.12","2026-06-27T10:58:56.819Z"
"99_4629_26.12",99,4629,46.25,0.52,413,"B","26.12","2026-06-27T10:58:56.819Z"
"99_4630_26.12",99,4630,48.55,6.08,4795,"A","26.12","2026-06-27T10:58:56.819Z"
"99_4632_26.12",99,4632,58.62,0.29,232,"C","26.12","2026-06-27T10:58:56.819Z"
"99_4633_26.12",99,4633,45.8,0.17,131,"C","26.12","2026-06-27T10:58:56.819Z"
"99_4645_26.12",99,4645,48.62,67.04,52891,"S","26.12","2026-06-27T10:58:56.819Z"
"99_4646_26.12",99,4646,49.56,53.51,42218,"S","26.12","2026-06-27T10:58:56.819Z"
"99_6616_26.12",99,6616,45.08,0.15,122,"D","26.12","2026-06-27T10:58:56.819Z"
"99_6617_26.12",99,6617,44.7,0.28,217,"C","26.12","2026-06-27T10:58:56.819Z"
"99_6620_26.12",99,6620,46.9,0.14,113,"D","26.12","2026-06-27T10:58:56.819Z"
"99_6621_26.12",99,6621,42.11,0.14,114,"D","26.12","2026-06-27T10:58:56.819Z"
"99_6653_26.12",99,6653,46.01,12.56,9908,"A","26.12","2026-06-27T10:58:56.819Z"
"99_6655_26.12",99,6655,50.14,77.16,60874,"S","26.12","2026-06-27T10:58:56.819Z"
"99_6657_26.12",99,6657,50.09,0.72,565,"B","26.12","2026-06-27T10:58:56.819Z"
"99_8010_26.12",99,8010,43.75,0.32,256,"C","26.12","2026-06-27T10:58:56.819Z"
"99_123430_26.12",99,123430,46.85,0.18,143,"C","26.12","2026-06-27T10:58:56.819Z"
"99_124011_26.12",99,124011,44.44,0.22,171,"C","26.12","2026-06-27T10:58:56.819Z"
"99_220013_26.12",99,220013,52.91,61.58,48585,"S","26.12","2026-06-27T10:58:56.819Z"
"99_228002_26.12",99,228002,51.7,7.26,5729,"A","26.12","2026-06-27T10:58:56.819Z"
"99_994403_26.12",99,994403,45.83,0.18,144,"C","26.12","2026-06-27T10:58:56.819Z"
"101_1001_26.12",101,1001,58.24,2.76,1815,"B","26.12","2026-06-27T10:58:57.495Z"
"101_1011_26.12",101,1011,51.67,0.09,60,"D","26.12","2026-06-27T10:58:57.495Z"
"101_1026_26.12",101,1026,47.32,2.5,1644,"B","26.12","2026-06-27T10:58:57.495Z"
