_id,champion_id,augment_id,win_rate,pick_rate,sample_size,rank,tier,patch_version,updated_at
"5_1181_26.12",5,1181,54.35,15.39,5119,7,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1204_26.12",5,1204,53.73,0.2,67,36,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1225_26.12",5,1225,56.28,4.69,1560,9,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1238_26.12",5,1238,53,2.71,900,39,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1301_26.12",5,1301,53.67,0.66,218,33,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1305_26.12",5,1305,57.7,1.15,383,6,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1308_26.12",5,1308,55.56,0.38,126,20,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1315_26.12",5,1315,56.5,1,331,11,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1319_26.12",5,1319,56.78,2.73,907,8,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1322_26.12",5,1322,49.38,9.23,3070,60,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1333_26.12",5,1333,51.02,1.03,343,59,"B","26.12","2026-06-27T10:58:38.796Z"
"5_1344_26.12",5,1344,50.15,5.95,1980,57,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1353_26.12",5,1353,52.68,17.82,5926,14,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1361_26.12",5,1361,60.29,2.7,899,2,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1384_26.12",5,1384,54.75,0.92,305,24,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1390_26.12",5,1390,59.24,0.47,157,5,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1401_26.12",5,1401,52.65,0.91,302,43,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1403_26.12",5,1403,52.63,0.97,323,44,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1404_26.12",5,1404,53.45,0.52,174,38,"A","26.12","2026-06-27T10:58:38.796Z"
"5_1415_26.12",5,1415,56.69,0.47,157,10,"S","26.12","2026-06-27T10:58:38.796Z"
"5_1996_26.12",5,1996,50.03,20.14,6700,32,"S","26.12","2026-06-27T10:58:38.796Z"
"5_2005_26.12",5,2005,50.86,4.2,1396,52,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2006_26.12",5,2006,49.75,13.25,4406,48,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2009_26.12",5,2009,54.43,2.38,790,25,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2026_26.12",5,2026,54.67,0.45,150,26,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2065_26.12",5,2065,50.2,6.92,2303,54,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2082_26.12",5,2082,49.68,5.13,1705,67,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2091_26.12",5,2091,50.2,3.82,1269,64,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2095_26.12",5,2095,55.56,0.46,153,18,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2098_26.12",5,2098,50.97,2.95,981,53,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2102_26.12",5,2102,54.41,6.61,2198,17,"S","26.12","2026-06-27T10:58:38.796Z"
"5_2107_26.12",5,2107,52.42,3.79,1259,40,"A","26.12","2026-06-27T10:58:38.796Z"
"5_2115_26.12",5,2115,55.28,0.74,246,21,"A","26.12","2026-06-27T10:58:38.796Z"
"5_12317_26.12",5,12317,56,0.3,100,15,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1001_26.12",6,1001,46.66,12.72,3568,38,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1004_26.12",6,1004,46.97,1.88,528,46,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1006_26.12",6,1006,51.04,0.68,192,10,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1007_26.12",6,1007,46.25,10.73,3010,45,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1013_26.12",6,1013,47.22,2.95,828,40,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1018_26.12",6,1018,46.07,2.04,573,59,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1020_26.12",6,1020,47.96,20.81,5838,18,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1026_26.12",6,1026,45.35,0.31,86,71,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1028_26.12",6,1028,48.47,0.93,262,31,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1036_26.12",6,1036,46.96,3.93,1103,42,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1051_26.12",6,1051,45.74,5.82,1633,57,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1053_26.12",6,1053,51.09,0.49,137,9,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1057_26.12",6,1057,56.19,0.37,105,2,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1061_26.12",6,1061,47.44,0.56,156,41,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1062_26.12",6,1062,49.65,0.5,141,19,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1071_26.12",6,1071,46.38,26.01,7298,27,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1073_26.12",6,1073,45.76,0.42,118,63,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1081_26.12",6,1081,49.59,22.41,6286,7,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1087_26.12",6,1087,48.29,10.19,2860,24,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1105_26.12",6,1105,50.46,0.39,109,13,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1112_26.12",6,1112,46.63,0.63,178,49,"B","26.12","2026-06-27T10:58:38.796Z"
"6_1133_26.12",6,1133,50.29,1.22,342,14,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1134_26.12",6,1134,55.77,13.31,3733,1,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1138_26.12",6,1138,47.41,14.84,4164,28,"S","26.12","2026-06-27T10:58:38.796Z"
"6_1152_26.12",6,1152,49.74,2.72,762,17,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1154_26.12",6,1154,51.02,0.35,98,11,"A","26.12","2026-06-27T10:58:38.796Z"
"6_1170_26.12",6,1170,46.33,5.97,1675,47,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1181_26.12",6,1181,52.38,28.24,7923,3,"S","26.12","2026-06-27T10:58:38.797Z"
"6_1195_26.12",6,1195,51.01,5.3,1486,8,"S","26.12","2026-06-27T10:58:38.797Z"
"6_1204_26.12",6,1204,53.98,0.4,113,4,"S","26.12","2026-06-27T10:58:38.797Z"
"6_1206_26.12",6,1206,45.42,2.02,568,67,"B","26.12","2026-06-27T10:58:38.797Z"
"6_1220_26.12",6,1220,47.88,7.66,2149,30,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1237_26.12",6,1237,45.54,1.52,426,65,"B","26.12","2026-06-27T10:58:38.797Z"
"6_1238_26.12",6,1238,45.9,6.74,1891,51,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1243_26.12",6,1243,49.35,1.09,306,21,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1333_26.12",6,1333,45.92,0.83,233,61,"B","26.12","2026-06-27T10:58:38.797Z"
"6_1335_26.12",6,1335,50,0.21,58,16,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1337_26.12",6,1337,48.84,0.31,86,26,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1345_26.12",6,1345,50,1.1,308,15,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1353_26.12",6,1353,46.85,5.03,1411,43,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1373_26.12",6,1373,49.12,2.02,566,22,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1375_26.12",6,1375,45.8,7.59,2129,52,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1386_26.12",6,1386,47.86,0.42,117,37,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1392_26.12",6,1392,48.75,0.29,80,29,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1401_26.12",6,1401,48.79,2.81,787,25,"A","26.12","2026-06-27T10:58:38.797Z"
"6_1402_26.12",6,1402,47.22,0.38,108,44,"B","26.12","2026-06-27T10:58:38.797Z"
"6_1416_26.12",6,1416,46.4,0.45,125,54,"B","26.12","2026-06-27T10:58:38.797Z"
"6_2005_26.12",6,2005,51.94,0.46,129,6,"S","26.12","2026-06-27T10:58:38.797Z"
"6_2032_26.12",6,2032,47.67,1.61,451,39,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2077_26.12",6,2077,45.31,10.42,2922,58,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2082_26.12",6,2082,46.6,1.05,294,48,"B","26.12","2026-06-27T10:58:38.797Z"
"6_2088_26.12",6,2088,49.62,0.47,133,20,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2095_26.12",6,2095,48.18,0.78,220,34,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2098_26.12",6,2098,53.91,0.82,230,5,"S","26.12","2026-06-27T10:58:38.797Z"
"6_2102_26.12",6,2102,47.31,20.83,5845,23,"S","26.12","2026-06-27T10:58:38.797Z"
"6_2127_26.12",6,2127,50.61,1.17,328,12,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2132_26.12",6,2132,47.91,1.7,478,35,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2137_26.12",6,2137,47.33,6.35,1781,36,"A","26.12","2026-06-27T10:58:38.797Z"
"6_2139_26.12",6,2139,48.04,2.36,662,33,"A","26.12","2026-06-27T10:58:38.797Z"
"6_12317_26.12",6,12317,48.39,0.77,217,32,"A","26.12","2026-06-27T10:58:38.797Z"
"7_1001_26.12",7,1001,43.53,0.26,85,33,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1011_26.12",7,1011,43.07,5.08,1688,28,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1019_26.12",7,1019,39.79,12.74,4232,52,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1027_26.12",7,1027,41.67,0.61,204,61,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1030_26.12",7,1030,41.87,20.66,6861,15,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1034_26.12",7,1034,43.12,1.33,443,36,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1038_26.12",7,1038,45.45,0.96,319,17,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1045_26.12",7,1045,41.89,0.45,148,57,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1046_26.12",7,1046,42.52,2.29,762,44,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1056_26.12",7,1056,41.04,2.77,921,64,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1057_26.12",7,1057,41.84,0.42,141,59,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1060_26.12",7,1060,41.76,1.02,340,58,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1061_26.12",7,1061,47.16,0.53,176,6,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1062_26.12",7,1062,43.75,0.77,256,31,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1063_26.12",7,1063,48.09,0.79,262,4,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1068_26.12",7,1068,42.76,3.01,1001,37,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1073_26.12",7,1073,42.39,17.58,5841,16,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1097_26.12",7,1097,40.29,20.59,6838,24,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1105_26.12",7,1105,43.9,1.16,385,26,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1129_26.12",7,1129,45.9,0.92,305,14,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1133_26.12",7,1133,40.61,20.67,6865,21,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1138_26.12",7,1138,41.89,0.89,296,55,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1154_26.12",7,1154,44.19,0.26,86,25,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1156_26.12",7,1156,45.17,9.19,3053,8,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1180_26.12",7,1180,44.51,12.01,3988,9,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1195_26.12",7,1195,45.95,0.78,259,13,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1205_26.12",7,1205,40.97,1.92,637,66,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1211_26.12",7,1211,40.73,14.18,4709,34,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1237_26.12",7,1237,42.57,2.67,888,41,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1305_26.12",7,1305,44.63,0.9,298,19,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1308_26.12",7,1308,43.84,1.39,463,27,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1315_26.12",7,1315,46.68,2.4,797,7,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1318_26.12",7,1318,40.8,9.3,3088,48,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1332_26.12",7,1332,47.92,0.43,144,5,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1333_26.12",7,1333,42.9,0.95,317,40,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1335_26.12",7,1335,45.31,0.19,64,18,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1347_26.12",7,1347,40.82,0.3,98,72,"B","26.12","2026-06-27T10:58:39.447Z"
"7_1349_26.12",7,1349,40.69,5.69,1890,62,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1373_26.12",7,1373,42.9,2.04,676,39,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1384_26.12",7,1384,43.33,1.92,637,32,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1388_26.12",7,1388,42.75,6.13,2035,30,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1389_26.12",7,1389,50,0.42,140,2,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1390_26.12",7,1390,42.6,19.93,6619,11,"S","26.12","2026-06-27T10:58:39.447Z"
"7_1403_26.12",7,1403,42.32,1.76,586,47,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1416_26.12",7,1416,43.03,1.53,509,38,"A","26.12","2026-06-27T10:58:39.447Z"
"7_1420_26.12",7,1420,42.95,0.47,156,43,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2005_26.12",7,2005,42.25,0.21,71,51,"B","26.12","2026-06-27T10:58:39.447Z"
"7_2006_26.12",7,2006,46.05,0.65,215,12,"S","26.12","2026-06-27T10:58:39.447Z"
"7_2031_26.12",7,2031,57.14,0.17,56,1,"S","26.12","2026-06-27T10:58:39.447Z"
"7_2032_26.12",7,2032,43.72,1.15,382,29,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2034_26.12",7,2034,44.13,0.95,315,23,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2043_26.12",7,2043,44.44,0.35,117,22,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2054_26.12",7,2054,40.63,10.57,3512,46,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2083_26.12",7,2083,43.39,7.04,2337,20,"S","26.12","2026-06-27T10:58:39.447Z"
"7_2095_26.12",7,2095,46.64,0.9,298,10,"S","26.12","2026-06-27T10:58:39.447Z"
"7_2116_26.12",7,2116,40.36,10.73,3563,50,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2127_26.12",7,2127,42.7,1.9,630,42,"A","26.12","2026-06-27T10:58:39.447Z"
"7_2132_26.12",7,2132,45.52,20.75,6892,3,"S","26.12","2026-06-27T10:58:39.447Z"
"7_2136_26.12",7,2136,40.66,3.19,1060,67,"B","26.12","2026-06-27T10:58:39.447Z"
"7_2137_26.12",7,2137,43.4,0.32,106,35,"A","26.12","2026-06-27T10:58:39.447Z"
"8_1004_26.12",8,1004,59.72,4.94,1832,2,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1013_26.12",8,1013,48.62,1.37,508,55,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1020_26.12",8,1020,49.21,1.2,445,49,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1026_26.12",8,1026,51.42,1.14,422,31,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1028_26.12",8,1028,53.4,1.07,397,20,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1030_26.12",8,1030,55.9,25.51,9453,4,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1038_26.12",8,1038,53.57,0.45,168,19,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1041_26.12",8,1041,49.62,1.41,522,47,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1045_26.12",8,1045,50.8,13.05,4837,29,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1046_26.12",8,1046,48.6,1.93,714,54,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1053_26.12",8,1053,62.55,0.74,275,1,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1058_26.12",8,1058,49.33,0.2,75,48,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1061_26.12",8,1061,48.91,0.25,92,52,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1062_26.12",8,1062,51.43,0.47,175,32,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1084_26.12",8,1084,48.66,1.61,596,53,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1097_26.12",8,1097,53.05,20.94,7759,12,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1098_26.12",8,1098,53.73,16.25,6021,10,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1105_26.12",8,1105,49.9,1.42,525,45,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1116_26.12",8,1116,53.24,0.96,355,22,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1150_26.12",8,1150,50.57,4.05,1499,38,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1152_26.12",8,1152,52.62,0.93,344,26,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1156_26.12",8,1156,57.73,8.33,3085,3,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1180_26.12",8,1180,48.34,4.8,1777,56,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1181_26.12",8,1181,52.85,0.33,123,24,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1195_26.12",8,1195,54.3,0.69,256,14,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1204_26.12",8,1204,50.96,0.42,157,37,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1205_26.12",8,1205,51.07,3.66,1357,35,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1237_26.12",8,1237,48.3,4.05,1499,57,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1238_26.12",8,1238,50.39,5.58,2068,39,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1305_26.12",8,1305,53.17,3.92,1452,21,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1308_26.12",8,1308,54.66,1.68,622,11,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1318_26.12",8,1318,49.94,10.79,3999,40,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1325_26.12",8,1325,50.26,0.51,189,42,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1326_26.12",8,1326,48.04,0.48,179,63,"B","26.12","2026-06-27T10:58:39.448Z"
"8_1331_26.12",8,1331,51.38,0.29,109,34,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1332_26.12",8,1332,52.71,13.3,4927,18,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1333_26.12",8,1333,55.32,2.81,1043,8,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1337_26.12",8,1337,55.7,0.43,158,7,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1349_26.12",8,1349,49.77,3.48,1288,43,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1373_26.12",8,1373,51.71,3.64,1348,28,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1384_26.12",8,1384,50.92,1.91,707,36,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1388_26.12",8,1388,53.13,10.61,3930,17,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1389_26.12",8,1389,56.57,0.27,99,6,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1390_26.12",8,1390,54.67,23.97,8883,5,"S","26.12","2026-06-27T10:58:39.448Z"
"8_1402_26.12",8,1402,53.24,0.38,139,23,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1403_26.12",8,1403,52.58,2.09,776,25,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1404_26.12",8,1404,51.32,1.02,378,33,"A","26.12","2026-06-27T10:58:39.448Z"
"8_1420_26.12",8,1420,55.41,0.85,314,9,"S","26.12","2026-06-27T10:58:39.448Z"
"8_2005_26.12",8,2005,50,0.26,96,44,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2006_26.12",8,2006,49.18,0.99,368,51,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2018_26.12",8,2018,50.8,9.11,3374,30,"A","26.12","2026-06-27T10:58:39.448Z"
"8_2026_26.12",8,2026,54.01,1.38,511,16,"S","26.12","2026-06-27T10:58:39.448Z"
"8_2076_26.12",8,2076,54.01,7.43,2753,13,"S","26.12","2026-06-27T10:58:39.448Z"
"8_2083_26.12",8,2083,48.22,3.48,1290,58,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2088_26.12",8,2088,49.22,0.86,319,50,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2089_26.12",8,2089,47.77,0.6,224,66,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2095_26.12",8,2095,52.5,0.86,320,27,"A","26.12","2026-06-27T10:58:39.448Z"
"8_2127_26.12",8,2127,49.57,2.18,809,46,"B","26.12","2026-06-27T10:58:39.448Z"
"8_2131_26.12",8,2131,50.46,2.07,767,41,"A","26.12","2026-06-27T10:58:39.448Z"
"8_2132_26.12",8,2132,50.95,41.02,15199,15,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1013_26.12",9,1013,51.92,0.4,156,27,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1018_26.12",9,1018,50.14,0.89,345,50,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1019_26.12",9,1019,53.87,0.7,271,12,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1025_26.12",9,1025,50.74,1.58,611,43,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1026_26.12",9,1026,51.67,0.15,60,29,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1028_26.12",9,1028,51.24,1.46,566,34,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1030_26.12",9,1030,49.84,12.39,4801,40,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1041_26.12",9,1041,50.31,0.42,163,48,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1045_26.12",9,1045,49.88,15.54,6021,36,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1053_26.12",9,1053,54.68,0.36,139,7,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1056_26.12",9,1056,50.42,2.75,1067,45,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1057_26.12",9,1057,52.49,0.47,181,23,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1060_26.12",9,1060,48.83,0.88,342,68,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1062_26.12",9,1062,48.78,0.42,164,72,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1072_26.12",9,1072,52.91,0.58,223,17,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1073_26.12",9,1073,53.72,1.22,471,13,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1084_26.12",9,1084,51.27,1.72,667,33,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1088_26.12",9,1088,49.13,7.28,2821,54,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1097_26.12",9,1097,49.35,13.8,5346,46,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1105_26.12",9,1105,49.83,0.78,303,53,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1112_26.12",9,1112,48.97,12.53,4852,51,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1116_26.12",9,1116,51.12,1.39,538,37,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1133_26.12",9,1133,50.03,12.48,4835,38,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1156_26.12",9,1156,53.02,10.08,3906,11,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1180_26.12",9,1180,50.89,9.7,3757,28,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1194_26.12",9,1194,50.37,11.91,4612,31,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1195_26.12",9,1195,52.22,0.46,180,25,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1211_26.12",9,1211,50.54,22.1,8562,21,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1305_26.12",9,1305,52.51,1.03,398,22,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1311_26.12",9,1311,49.95,7.45,2885,47,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1315_26.12",9,1315,48.88,0.58,223,67,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1318_26.12",9,1318,52.12,25.57,9905,9,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1322_26.12",9,1322,67.02,0.24,94,1,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1329_26.12",9,1329,54.52,0.77,299,8,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1331_26.12",9,1331,50.82,0.16,61,44,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1332_26.12",9,1332,49.3,4.26,1649,55,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1333_26.12",9,1333,54.69,1.32,512,6,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1337_26.12",9,1337,52.73,0.28,110,20,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1347_26.12",9,1347,56.58,0.39,152,3,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1353_26.12",9,1353,53.38,0.8,311,15,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1384_26.12",9,1384,50.87,1.49,578,41,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1386_26.12",9,1386,52.75,0.23,91,19,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1389_26.12",9,1389,56.41,0.2,78,4,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1390_26.12",9,1390,51.05,18.73,7255,18,"S","26.12","2026-06-27T10:58:39.448Z"
"9_1403_26.12",9,1403,51.07,1.45,560,39,"A","26.12","2026-06-27T10:58:39.448Z"
"9_1404_26.12",9,1404,49.25,0.69,266,59,"B","26.12","2026-06-27T10:58:39.448Z"
"9_1420_26.12",9,1420,52.25,0.57,222,24,"A","26.12","2026-06-27T10:58:39.448Z"
"9_2006_26.12",9,2006,49.18,0.63,244,63,"B","26.12","2026-06-27T10:58:39.448Z"
"9_2026_26.12",9,2026,53.42,0.6,234,14,"A","26.12","2026-06-27T10:58:39.448Z"
"9_2031_26.12",9,2031,57.14,0.16,63,2,"S","26.12","2026-06-27T10:58:39.448Z"
"9_2032_26.12",9,2032,51.47,1.49,579,30,"A","26.12","2026-06-27T10:58:39.448Z"
"9_2034_26.12",9,2034,49.85,0.89,343,52,"B","26.12","2026-06-27T10:58:39.448Z"
